Database
Name,Version,Author,Description,Emphasis1,Emphasis2,Emphasis3,Emphasis4
THDNDialogue,1.0,RichardLynch,THDN,#ffffffff ---,#ff0000ff ---,#00ff00ff ---,#0000ffff ---
Global User Script

Actors
ID,Portrait,AltPortraits,SpritePortrait,AltSpritePortraits,SpritePortrait,AltSpritePortraits,Name,Pictures,Description,IsPlayer,NodeColor
Number,Special,Special,Special,Special,Text,Text,Text,Files,Text,Boolean,Text
1,,[],,[],,[],Player,[],,True,Blue
2,,[],,[],,[],Zino,[],"the first guy who save at sodtyxjails2 , help him esacpe from the jails needs key  ",False,Gray
3,,[],,[],,[],Paven,[],,False,Gray
4,,[],,[],,[],Terminal,[],,False,Gray
6,,[],,[],,[],Shrine,[],,False,Gray
7,,[],,[],,[],SodtyxGuard,[],,False,Gray
8,,[],,[],,[],KuQuo,[],,False,{{omit}}
10,,[],,[],,[],Nam,[],,False,{{omit}}
11,,[],,[],,[],Rica,[],,False,{{omit}}
12,,[],,[],,[],Diablo,[],,False,{{omit}}
13,,[],,[],,[],TrainTerminal,[],Link To KenQuo SoulView Layer,False,{{omit}}
14,,[],,[],,[],SodtyxTrain,[],,False,{{omit}}
16,,[],,[],{{omit}},{{omit}},JailsTerminal,[],,False,Gray
17,,[],,[],{{omit}},{{omit}},Shrine,[],,False,Gray
18,,[],,[],{{omit}},{{omit}},SVT,[],,False,Gray
19,,[],,[],{{omit}},{{omit}},AncientWeapon,[],Located at L3 ,False,Gray
Items
ID,Name,Pictures,Description,Success Description,Failure Description,State,Is Item,Locations,Display Name,Trackable,Track,XP Reward,Scrap Reward,Item Reward Amount,Item Reward,Entry Count,Entry 1,Entry 1 State,Entry 1 Display Name,Entry 1 Active,Entry 1 Success,Entry 1 CurrentAmount,Entry 1 GoalAmount,Entry 1 Target,Entry 2,Entry 2 State,Entry 2 Display Name,Entry 2 Active,Entry 2 Success,Entry 2 CurrentAmount,Entry 2 GoalAmount,Entry 3,Entry 3 State,Entry 3 Display Name,Entry 3 Active,Entry 3 Success,Entry 3 CurrentAmount,Entry 3 Goal Amount,Abandonable,Group
Number,Text,Files,Text,Text,Text,Text,Boolean,Text,Text,Boolean,Boolean,Number,Number,Number,Text,Number,Text,Text,Text,Text,Text,Number,Number,Actor,Text,Text,Text,Text,Text,Number,Number,Text,Text,Text,Text,Text,Number,Number,Boolean,Text
2,Escape Jails,[],,,,unassigned,False,,,False,False,0,0,0,,0,,(None),,,,,,,,(None),,,,,,,(None),,,,,,False,
1,Save Zino,[],,,,unassigned,False,,,True,True,0,0,0,,1,[var=EnemyHasKilled]/1 has killed,active,,,,0,0,,,(None),,,,,,,(None),,,,,,False,
3,Save Paven,[],,,,unassigned,False,,,False,False,0,0,0,,0,{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},,(None),,,,,,,(None),,,,,,False,
7,Save KuQuo,[],,,,unassigned,False,{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}}
8,===Layer -1 ===,[],,,,unassigned,False,{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}}
9,HackTheKenquoControl,[],,,,unassigned,False,{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}}
15,==OutDoors==,[],,,,unassigned,False,,,False,False,0,0,0,,0,,(None),,,,,,,,(None),,,,,,,(None),,,,,,False,
4,Welcome to the Jungle,[],,,,unassigned,False,{{omit}},{{omit}},True,{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},1,[var=EnemiesHasKilled] /3  Has Killed,active,{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}}
10,CollectTheCore,[],,,,unassigned,False,{{omit}},{{omit}},True,{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},1,[var=PowerfulItems] / 1 has Collected,active,{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}}
11,==TrainModule==,[],,,,unassigned,False,{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}}
12,Train Saver,[],The others guy belongs us jail at the layer 5 needs helps kuquo to layer5 ,,,unassigned,False,{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}}
5,The Powerful Items,[],,,,unassigned,False,{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}}
13,CyperRubber,[],,,,unassigned,False,{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}}
14,Repair Ancient Weapon,[],,,,unassigned,False,,,False,False,0,0,0,,0,,(None),,,,,,,,(None),,,,,,,(None),,,,,,False,
16,Beast Killer,[],Located at room 5 can kill by ancient weapon,,,unassigned,False,,,False,False,0,0,0,,0,,(None),,,,,,,,(None),,,,,,,(None),,,,,,False,
17,Stole Office Tips,[],,,,unassigned,False,,,True,False,0,0,0,,1,[var=Train BPs ] /1 has collected,active,,,,0,0,,,(None),,,,,,,(None),,,,,,False,
Locations
ID
Number
Variables
ID,Name,Initial Value,Description,InitialValueType
Number,Text,Text,Text,Text
1,Alert,,,Text
15,==Common==,,,Text
2,EnemyHasKilled,0,,Number
14,=Trigger Action=,,,Text
3,ItemCollected,0,,Number
5,Unlock,False,"For terminal who needs hack for lock set,when success reset when got reward",Boolean
4,HasCollectKey,False,When Player pick up the quest key needs notice und  update the quest state,Boolean
12,==Character Module==,,,Text
6,CheckSkillSuccess,False,Check the perc skill success,Boolean
11,PSEnough,False,,Boolean
13,==Battle Module==,,,Text
7,MonsterCounter,0,Counter one of the quest monster reset until complete,Number
8,QuestTerminalHacking,False,Check the state for questing terminal when successfully ,Boolean
9,TInput,,,Text
10,ContainsItems,False,,Boolean
16,PowerfulItems,0,OutDoor Collected Items,Number
17,Train BPs ,0,,Number
Conversations
ID,Title,Pictures,Description,Actor,Conversant
Number,Text,Files,Text,Actor,Actor
1,Zino,[],,1,2
2,SodtyxTerminal,[],,1,16
4,Paven,[],"Paven jail at the sj-1,who can save him with the the hacker skill  at the termainl , when save paven successfully , player can dialogue with the paven in the outdoor ,that will explore with a new quest .",1,3
5,SodtyxTerminal,[],"the terminal as the science skil for player needs win the matches module, the matches for player includes \n1.scores limit\n2.time limt\n3.",1,4
6,SodtyxTrain,[],"the runtime sene will set the player at the trains , player game at the trains und stream with rolling train ,when train move to the edge of the map , loading ",1,14
7,Nam,[],,1,10
8,TrainTerminal,[],"Random terminal at train for player can hack limit by science skill,when terminal random requirement can reach,that hack successfully .",1,13
9,Testing,[],,1,15
10,KuQuo,[],the last party guy who save at entrance,1,8
11,Shrine,[],,1,17
12,SVL_-1Layer,[],,1,18
13,AncientWeapon,[],,1,19
DialogueEntries
entrytag,ConvID,ID,Actor,Conversant,Title,MenuText,DialogueText,IsGroup,FalseConditionAction,ConditionPriority,Conditions,Script,Sequence,Pictures,Description,Parenthetical,Audio Files,Video File,Response Menu Sequence,Portraits Visible,EventGuid,canvasRect
Text,Number,Number,Number,Number,Text,Text,Text,Boolean,Special,Special,Text,Text,Text,Files,Text,Text,Files,Text,Text,Boolean,Text,Text
Player_1_0,1,0,1,2,START,,,False,Block,Normal,,,None(),[],,,[],,,False,{{omit}},605.6198;13.48869
Zino_1_1,1,1,2,1,,,"i need the key to unlock door , the key was at the soul view room table ,u need  kill the guard and unlock my jails lock that we can leave this shit .",False,Block,Normal,"CurrentQuestState(""Save Zino"")==""unassigned""",,,[],,,[],,,False,,113.3709;123.6075
Zino_1_2,1,2,2,1,,,u here,False,Block,Normal,"CurrentQuestState(""Save Zino"")==""active""",,,[],,,[],,,False,{{omit}},611.9993;143.5582
Player_1_3,1,3,1,2,,,where's the soul view room ?,False,Block,Normal,,,,[],,,[],,,False,{{omit}},6.02771;213.934
Player_1_4,1,4,1,2,,where's other guy,,False,Block,Normal,,,,[],,,[],,,False,{{omit}},202.959;225.6012
Zino_1_5,1,5,2,1,,,we need hack the jails terminal to got the new .,False,Block,Normal,,,,[],,,[],,,False,{{omit}},367.371;291.5134
Zino_1_6,1,6,2,1,,,"u need got new from guard ,hack them soul view layer then got the key ,u can see the sight under the wall .",False,Block,Normal,,"SetQuestState(""Save Zino"",""active"");\n\n","ShowAlert(""U accept the quest :: Save ZIno"");",[],,,[],,,False,{{omit}},22.67437;451.6031
Player_1_7,1,7,1,2,,,how to got the new ,False,Block,Normal,,,,[],,,[],,,False,{{omit}},440.1046;382.0207
Player_1_9,1,9,1,2,,,how to save u??,False,Block,Normal,,,,[],,,[],,,False,{{omit}},153.2449;363.6546
Zino_1_10,1,10,2,1,,,"when one of the guard die ,the brain will show up und u can hack the brain to got the guard mind, hack them und collect the tips when u can knew about all the sodtyxjails,",False,Block,Normal,,"SetQuestState(""Hack The Core Terminal"",""active"");",,[],,,[],,,False,{{omit}},303.0587;471.3049
Zino_1_11,1,11,2,1,,,"good job bro, now we need leave here , found the way und leave here",False,Block,Normal,"Variable[""EnemyHasKilled""]>=1","SetQuestState(""Save Zino"",success);\nVariable[""EnemyHasKilled""]=0",,[],,,[],,,False,{{omit}},634.2558;264.5332
Zino_1_12,1,12,2,1,,,got the key bro!!,False,Block,Normal,"Variable[""EnemyHasKilled""]<=0",,,[],,,[],,,False,{{omit}},873.707;247.3287
Player_1_13,1,13,1,2,,,we need found the other guy,False,Block,Normal,,,,[],,,[],,,False,{{omit}},663.8271;379.7509
Player_1_14,1,14,1,2,,,"the gate has open ,we need return to ludya ",False,Block,Normal,,,,[],,,[],,,False,{{omit}},875.5955;313.3983
Zino_1_15,1,15,2,1,,,"found other guy that we can robber the sodtyx train ,we cab't lost them.",False,Block,Normal,,,,[],,,[],,,False,{{omit}},905.5134;424.1847
Player_1_17,1,17,1,2,,,how's hack?,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},285.939;535.4181
Zino_1_18,1,18,2,1,,,"""The Hacker"" is all about your science skill , belongs ShenShan Server send message in the Soul View Layer ,u needs build the mess line to the can connect that can link the right message .",False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},294.7951;614.7252
Player_1_19,1,19,1,2,,,Got it!,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},371.304;680.785
Zino_1_20,1,20,2,1,At Trains Discuss How's robber the trains ,,go to controller room und take control,False,Block,Normal,"CurrentQuestState(""Save ZiNo"")==""success""",,,[],,,[],,{{omit}},{{omit}},{{omit}},817.7372;126.9246
Zino_1_21,1,21,2,1,Save Zino Part,,,True,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},379.2252;76.81096
Player_1_22,1,22,1,2,,,the train struct,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},1100.026;116.712
Zino_1_23,1,23,2,1,New Dialogue Entry,,,False,Block,Normal,,,,[],the line about zino around how's start the trains core to avoid the sodtyx  army protect the trains .\n1. around the dialogue will discuss the trains info \n,,[],,{{omit}},{{omit}},{{omit}},1338.489;70.36144
Player_1_24,1,24,1,2,,,where the train arrived? ,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},1080.182;191.0315
Zino_1_25,1,25,2,1,,,"the train will arrive at kenquo, storge  lots of the  kono  for kenquo ,we can rubber it und t road to side line belongs ludya in a cave .",False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},1154.983;301.3773
Zino_1_26,1,26,2,1,,,"the train have 3 layer, inside ,top und bottom ,\n",False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},1345.613;143.429
Player_1_27,1,27,1,2,,,how's take control?,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},1177.362;362.4335
Player_1_28,1,28,1,2,New Dialogue Entry,,,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},1339.83;303.8983
Zino_1_29,1,29,2,1,,,"u need open the freight gate at trai part  4, the others guy lock that place. when u arrive there, talk to them",False,Block,Normal,,"SetQuestState(""Train Mission_1"",""active"");",,[],,,[],,{{omit}},{{omit}},{{omit}},1290.403;417.1163
Player_1_30,1,30,1,2,,,Try Get Health,False,Block,Normal,,vGetHealth();,,[],,,[],,{{omit}},{{omit}},{{omit}},400.2473;200.6643
Zino_1_32,1,32,2,1,Tips,,,False,Block,Normal,,,,[],the first dialogue for player includes\n1.accept quest\n2.first talking\n3.try got lua function\n4.lua function==> Got reward,,[],,{{omit}},{{omit}},{{omit}},35.07687;21.87931
Zino_1_33,1,33,2,1,,,"Paven and KuQuo r in others layer ,we needs found them",False,Block,Normal,,"SetQuestState(""Escape Jails"",""active"");\n",,[],,,[],,,,{{omit}},728.9244;498.5821
Player_2_0,2,0,1,16,START,,,False,Block,Normal,,,None(),[],,,[],,,,{{omit}},356;59
JailsTerminal_2_1,2,1,16,1,,,SoulView System ,False,Block,Normal,,,,[],,,[],,,,{{omit}},424;147
Player_2_2,2,2,1,16,,,Hack,False,Block,Normal,,,,[],,,[],,,,{{omit}},311;334
Player_2_3,2,3,1,16,,,Exit,False,Block,Normal,,,,[],,,[],,,,{{omit}},546;293
JailsTerminal_2_4,2,4,16,1,New Dialogue Entry,,,False,Block,Normal,,MatchesModule();,,[],,,[],,,,{{omit}},329;457
Player_4_0,4,0,1,3,START,,,False,Block,Normal,,,None(),[],,,[],,,,{{omit}},429.0319;1
Paven_4_1,4,1,3,1,New Dialogue Entry,,,True,Block,Normal,,,,[],Jails Part,,[],,{{omit}},{{omit}},{{omit}},484.5978;50.65681
Paven_4_2,4,2,3,1,,,"hey guys,have u seen zino  , sodtyx guard locked him at the others jails, we need hurry up und rubber trains return to ludya .",False,Block,Normal,"CurrentQuestState(""Save Paven"")==""unassigned""",,,[],,,[],,{{omit}},{{omit}},{{omit}},200.2904;176.156
Paven_4_3,4,3,3,1,New Dialogue Entry,,,False,Block,Normal,"CurrentQuestState(""Save Paven"")==""active""",,,[],,,[],,{{omit}},{{omit}},{{omit}},519.5269;113.4275
Paven_4_6,4,6,3,1,,,"okey,we need leave here, but  we need save KuQuo ",False,Block,Normal,"Variable[""QuestTerminalHacking""]~=false","SetQuestState(""Save Paven"",""success"");\nVariable[""QuestTerminalHacking""]=false;",,[],TODO Add reward ,,[],,{{omit}},{{omit}},{{omit}},506.8051;216.3821
Player_4_8,4,8,1,3,,,"he's free now, how to save u?",False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},122.7187;349.1571
Player_4_9,4,9,1,3,,,"(Cheat)No ,he's in hell now ,what a sad news ",False,Block,Normal,,,,[],"Check the pp skill ,when success then can add the ppexp ",,[],,{{omit}},{{omit}},{{omit}},344.1096;303.9788
Paven_4_10,4,10,3,1,,,Counter the perc,False,Block,Normal,,"CheckPersonalSkill(""Chest"",70);",,[],Counter the perc und check the success,,[],,{{omit}},{{omit}},{{omit}},558.2535;378.495
Paven_4_11,4,11,3,1,,,"found the terminal und hack it , the door lock by the sv lock that needs unlock from terminal",False,Block,Normal,,"SetQuestState(""Save Paven"",""active"");",,[],,,[],,{{omit}},{{omit}},{{omit}},289.5045;618.9118
Paven_4_12,4,12,3,1,,,"(Success)oh man,that was the bad new ",False,Block,Normal,"Variable[""CheckSkillSuccess""]~=false","AddPersonalSKill(""Cheat"",15);",,[],,,[],,{{omit}},{{omit}},{{omit}},492.0297;554.1638
Paven_4_13,4,13,3,1,,,"(Failed)i saw him due ,u r suck ",False,Block,Normal,"Variale[""CheckSkillSuccess""]~=true",,,[],,,[],,{{omit}},{{omit}},{{omit}},366.9785;394.2068
Player_4_14,4,14,1,3,,,where's KuQuo?,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},608.9026;272.1086
Paven_4_15,4,15,3,1,,,"he's locked at the entrance ,near by the gate ",False,Block,Normal,,"SetQuestState(""Save KuQuo"",""active"");",,[],,,[],,{{omit}},{{omit}},{{omit}},739.3925;339.4857
Paven_4_16,4,16,3,1,New Dialogue Entry,,,False,Block,Normal,,,,[],"  Paven Part for player need hack the terminal as the matches module to complete. The matches module for player matches gp at the time limit that succes hack\n  when player success hacking ,unlock the event und get reward (SCIENCE && EXP ) ,when terminal at dungeon with ",,[],,{{omit}},{{omit}},{{omit}},21.05098;32.77103
Paven_4_17,4,17,3,1,New Dialogue Entry,,,True,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},{{omit}},584.1867;160.3721
